timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1746342954170,286,Register Test User,201,CREATED,Setup Thread Group - User Creation 1-1,text,true,,608,354,3,3,http://localhost:5001/api/auth/register,280,0,25
1746342954254,246,Register Test User,500,INTERNAL SERVER ERROR,Setup Thread Group - User Creation 1-2,text,false,,310,354,2,2,http://localhost:5001/api/auth/register,246,0,2
1746342954452,249,Register Test User,500,INTERNAL SERVER ERROR,Setup Thread Group - User Creation 1-3,text,false,,310,354,2,2,http://localhost:5001/api/auth/register,249,0,0
1746342954659,250,Register Test User,500,INTERNAL SERVER ERROR,Setup Thread Group - User Creation 1-4,text,false,,310,354,2,2,http://localhost:5001/api/auth/register,249,0,1
1746342954848,247,Register Test User,500,INTERNAL SERVER ERROR,Setup Thread Group - User Creation 1-5,text,false,,310,354,1,1,http://localhost:5001/api/auth/register,247,0,1
1746342955462,12,Get User Profile,200,OK,Normal Load - Base Traffic 1-1,text,true,,584,527,1,1,http://localhost:5001/api/users/6817142a8ef92345aa00179a,12,0,3
1746342956251,3,Get User Profile,422,UNPROCESSABLE ENTITY,Normal Load - Base Traffic 1-2,text,false,,296,208,2,2,http://localhost:5001/api/users/,2,0,1
1746342957246,2,Get User Profile,422,UNPROCESSABLE ENTITY,Normal Load - Base Traffic 1-3,text,false,,296,208,3,3,http://localhost:5001/api/users/,2,0,1
1746342957461,8,Get User Profile,200,OK,Normal Load - Base Traffic 1-1,text,true,,584,527,3,3,http://localhost:5001/api/users/6817142a8ef92345aa00179a,8,0,0
1746342958241,3,Get User Profile,422,UNPROCESSABLE ENTITY,Normal Load - Base Traffic 1-4,text,false,,296,208,4,4,http://localhost:5001/api/users/,3,0,2
1746342959284,2,Get User Profile,422,UNPROCESSABLE ENTITY,Normal Load - Base Traffic 1-5,text,false,,296,208,5,5,http://localhost:5001/api/users/,2,0,1
1746342960253,3,Get User Profile,422,UNPROCESSABLE ENTITY,Normal Load - Base Traffic 1-2,text,false,,296,208,5,5,http://localhost:5001/api/users/,3,0,1
1746342960350,8,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,1,6,http://localhost:5001/api/auth/login,8,0,2
1746342960359,6,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,1,6,http://localhost:5001/api/auth/login,6,0,1
1746342960365,5,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,2,7,http://localhost:5001/api/auth/login,5,0,1
1746342960371,1,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-1,text,false,,303,277,2,7,http://localhost:5001/api/auth/login,1,0,0
1746342960373,4,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,2,7,http://localhost:5001/api/auth/login,4,0,0
1746342960377,4,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,2,7,http://localhost:5001/api/auth/login,4,0,0
1746342960383,5,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,3,8,http://localhost:5001/api/auth/login,5,0,1
1746342960392,5,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,3,8,http://localhost:5001/api/auth/login,5,0,1
1746342960395,3,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-1,text,false,,303,277,3,8,http://localhost:5001/api/auth/login,3,0,1
1746342960399,7,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,3,8,http://localhost:5001/api/auth/login,7,0,0
1746342960399,8,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,3,8,http://localhost:5001/api/auth/login,7,0,0
1746342960410,7,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,4,9,http://localhost:5001/api/auth/login,7,0,1
1746342960409,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,4,9,http://localhost:5001/api/auth/login,8,0,1
1746342960410,7,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-3,text,false,,303,277,4,9,http://localhost:5001/api/auth/login,7,0,0
1746342960419,9,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,4,9,http://localhost:5001/api/auth/login,9,0,2
1746342960419,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,5,10,http://localhost:5001/api/auth/login,9,0,2
1746342960419,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,5,10,http://localhost:5001/api/auth/login,8,0,2
1746342960429,16,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,5,10,http://localhost:5001/api/auth/login,15,0,4
1746342960429,18,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-4,text,false,,251,277,5,10,http://localhost:5001/api/auth/login,17,0,1
1746342960431,16,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-5,text,false,,251,277,5,10,http://localhost:5001/api/auth/login,15,0,2
1746342960429,18,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,5,10,http://localhost:5001/api/auth/login,17,0,1
1746342960459,4,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-6,text,false,,303,277,6,11,http://localhost:5001/api/auth/login,4,0,2
1746342960450,14,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,6,11,http://localhost:5001/api/auth/login,14,0,6
1746342960450,14,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-5,text,false,,303,277,6,11,http://localhost:5001/api/auth/login,14,0,6
1746342960450,15,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-1,text,false,,303,277,6,11,http://localhost:5001/api/auth/login,15,0,6
1746342960450,16,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-3,text,false,,303,277,6,11,http://localhost:5001/api/auth/login,16,0,6
1746342960466,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-6,text,false,,303,277,7,12,http://localhost:5001/api/auth/login,8,0,4
1746342960466,9,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-1,text,false,,303,277,7,12,http://localhost:5001/api/auth/login,9,0,1
1746342960466,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,7,12,http://localhost:5001/api/auth/login,8,0,1
1746342960476,13,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-7,text,false,,251,277,7,12,http://localhost:5001/api/auth/login,13,0,6
1746342960476,13,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-6,text,false,,303,277,7,12,http://localhost:5001/api/auth/login,13,0,6
1746342960479,10,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-1,text,false,,251,277,7,12,http://localhost:5001/api/auth/login,10,0,3
1746342960480,12,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,8,13,http://localhost:5001/api/auth/login,11,0,2
1746342960475,17,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,8,13,http://localhost:5001/api/auth/login,16,0,7
1746342960496,6,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-3,text,false,,303,277,8,13,http://localhost:5001/api/auth/login,6,0,2
1746342960495,12,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-6,text,false,,251,277,8,13,http://localhost:5001/api/auth/login,12,0,3
1746342960496,12,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-8,text,false,,303,277,8,13,http://localhost:5001/api/auth/login,12,0,2
1746342960495,13,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,8,13,http://localhost:5001/api/auth/login,13,0,2
1746342960502,6,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,8,13,http://localhost:5001/api/auth/login,6,0,2
1746342960495,14,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-7,text,false,,303,277,8,13,http://localhost:5001/api/auth/login,14,0,1
1746342960495,15,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-1,text,false,,303,277,8,13,http://localhost:5001/api/auth/login,15,0,3
1746342960511,6,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-7,text,false,,303,277,9,14,http://localhost:5001/api/auth/login,4,0,2
1746342960516,4,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-9,text,false,,251,277,9,14,http://localhost:5001/api/auth/login,4,0,2
1746342960509,12,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-3,text,false,,303,277,9,14,http://localhost:5001/api/auth/login,12,0,1
1746342960518,3,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-7,text,false,,251,277,9,14,http://localhost:5001/api/auth/login,3,0,1
1746342960511,10,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-1,text,false,,303,277,9,14,http://localhost:5001/api/auth/login,10,0,2
1746342960509,12,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,9,14,http://localhost:5001/api/auth/login,12,0,1
1746342960509,13,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-8,text,false,,303,277,9,14,http://localhost:5001/api/auth/login,13,0,1
1746342960525,3,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-8,text,false,,303,277,9,14,http://localhost:5001/api/auth/login,3,0,0
1746342960524,10,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-4,text,false,,251,277,10,15,http://localhost:5001/api/auth/login,9,0,1
1746342960523,11,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-9,text,false,,251,277,10,15,http://localhost:5001/api/auth/login,11,0,0
1746342960522,12,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,10,15,http://localhost:5001/api/auth/login,12,0,1
1746342960522,22,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-7,text,false,,251,277,10,15,http://localhost:5001/api/auth/login,22,0,1
1746342960532,19,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-8,text,false,,251,277,11,16,http://localhost:5001/api/auth/login,18,0,10
1746342960537,14,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-10,text,false,,251,277,11,16,http://localhost:5001/api/auth/login,13,0,5
1746342960552,7,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-4,text,false,,251,277,11,16,http://localhost:5001/api/auth/login,6,0,1
1746342960550,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,11,16,http://localhost:5001/api/auth/login,9,0,2
1746342960552,7,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-9,text,false,,251,277,11,16,http://localhost:5001/api/auth/login,7,0,1
1746342960561,4,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-9,text,false,,303,277,11,16,http://localhost:5001/api/auth/login,4,0,2
1746342960557,13,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-8,text,false,,251,277,12,17,http://localhost:5001/api/auth/login,13,0,3
1746342960558,13,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-10,text,false,,251,277,12,17,http://localhost:5001/api/auth/login,13,0,2
1746342960561,10,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-3,text,false,,303,277,12,17,http://localhost:5001/api/auth/login,10,0,2
1746342960554,17,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-7,text,false,,251,277,12,17,http://localhost:5001/api/auth/login,17,0,7
1746342960568,4,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-12,text,false,,303,277,12,17,http://localhost:5001/api/auth/login,4,0,0
1746342960566,6,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-9,text,false,,303,277,12,17,http://localhost:5001/api/auth/login,6,0,2
1746342960562,14,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,12,17,http://localhost:5001/api/auth/login,14,0,2
1746342960581,3,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,12,17,http://localhost:5001/api/auth/login,3,0,1
1746342960572,13,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-10,text,false,,303,277,12,17,http://localhost:5001/api/auth/login,13,0,5
1746342960577,9,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-9,text,false,,303,277,12,17,http://localhost:5001/api/auth/login,9,0,1
1746342960577,9,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-12,text,false,,303,277,12,17,http://localhost:5001/api/auth/login,9,0,1
1746342960572,16,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-3,text,false,,303,277,13,18,http://localhost:5001/api/auth/login,16,0,6
1746342960588,4,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-9,text,false,,303,277,13,18,http://localhost:5001/api/auth/login,4,0,2
1746342960586,6,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-10,text,false,,303,277,13,18,http://localhost:5001/api/auth/login,6,0,0
1746342960585,7,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,13,18,http://localhost:5001/api/auth/login,7,0,0
1746342960572,15,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-7,text,false,,303,277,12,17,http://localhost:5001/api/auth/login,15,0,6
1746342960588,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-12,text,false,,303,277,13,18,http://localhost:5001/api/auth/login,6,0,1
1746342960589,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-13,text,false,,251,277,13,18,http://localhost:5001/api/auth/login,8,0,1
1746342960595,11,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,13,18,http://localhost:5001/api/auth/login,11,0,3
1746342960594,12,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-7,text,false,,251,277,13,18,http://localhost:5001/api/auth/login,12,0,4
1746342960594,15,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-10,text,false,,303,277,13,18,http://localhost:5001/api/auth/login,15,0,4
1746342960597,12,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-9,text,false,,251,277,13,18,http://localhost:5001/api/auth/login,12,0,5
1746342960595,14,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-4,text,false,,251,277,13,18,http://localhost:5001/api/auth/login,14,0,3
1746342960601,10,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-12,text,false,,251,277,13,18,http://localhost:5001/api/auth/login,9,0,4
1746342960602,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-13,text,false,,251,277,13,18,http://localhost:5001/api/auth/login,8,0,3
1746342960616,27,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-12,text,false,,251,277,15,20,http://localhost:5001/api/auth/login,27,0,2
1746342960614,31,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-10,text,false,,251,277,15,20,http://localhost:5001/api/auth/login,31,0,4
1746342960616,28,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-13,text,false,,251,277,15,20,http://localhost:5001/api/auth/login,28,0,1
1746342960615,29,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-9,text,false,,251,277,15,20,http://localhost:5001/api/auth/login,29,0,2
1746342960631,13,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-15,text,false,,251,277,15,20,http://localhost:5001/api/auth/login,13,0,1
1746342960614,30,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-7,text,false,,251,277,15,20,http://localhost:5001/api/auth/login,30,0,3
1746342960619,26,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-14,text,false,,303,277,15,20,http://localhost:5001/api/auth/login,26,0,1
1746342960614,31,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,15,20,http://localhost:5001/api/auth/login,31,0,3
1746342960619,26,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-4,text,false,,303,277,15,20,http://localhost:5001/api/auth/login,26,0,0
1746342960651,4,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-13,text,false,,303,277,16,21,http://localhost:5001/api/auth/login,4,0,0
1746342960651,6,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-15,text,false,,303,277,16,21,http://localhost:5001/api/auth/login,6,0,3
1746342960652,6,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-9,text,false,,303,277,16,21,http://localhost:5001/api/auth/login,6,0,2
1746342960653,5,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-16,text,false,,303,277,16,21,http://localhost:5001/api/auth/login,5,0,1
1746342960647,12,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-10,text,false,,303,277,16,21,http://localhost:5001/api/auth/login,12,0,3
1746342960652,7,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-3,text,false,,303,277,16,21,http://localhost:5001/api/auth/login,7,0,2
1746342960659,2,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-16,text,false,,303,277,16,21,http://localhost:5001/api/auth/login,2,0,0
1746342960660,6,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-3,text,false,,303,277,16,21,http://localhost:5001/api/auth/login,6,0,1
1746342960660,7,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-10,text,false,,251,277,16,21,http://localhost:5001/api/auth/login,7,0,2
1746342960658,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-15,text,false,,251,277,16,21,http://localhost:5001/api/auth/login,9,0,0
1746342960662,11,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-16,text,false,,251,277,17,22,http://localhost:5001/api/auth/login,11,0,4
1746342960674,15,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-16,text,false,,303,277,17,22,http://localhost:5001/api/auth/login,15,0,5
1746342960668,21,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-15,text,false,,303,277,17,22,http://localhost:5001/api/auth/login,21,0,11
1746342960674,15,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-17,text,false,,251,277,17,22,http://localhost:5001/api/auth/login,15,0,5
1746342960667,22,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-3,text,false,,251,277,17,22,http://localhost:5001/api/auth/login,22,0,12
1746342960668,21,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-10,text,false,,303,277,17,22,http://localhost:5001/api/auth/login,21,0,11
1746342960693,7,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-18,text,false,,303,277,18,23,http://localhost:5001/api/auth/login,7,0,5
1746342960691,13,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-15,text,false,,303,277,18,23,http://localhost:5001/api/auth/login,13,0,3
1746342960690,14,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-17,text,false,,303,277,18,23,http://localhost:5001/api/auth/login,14,0,3
1746342960690,15,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-3,text,false,,303,277,18,23,http://localhost:5001/api/auth/login,14,0,3
1746342960690,15,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-10,text,false,,303,277,18,23,http://localhost:5001/api/auth/login,15,0,3
1746342960707,4,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-17,text,false,,303,277,19,24,http://localhost:5001/api/auth/login,4,0,3
1746342960707,6,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-15,text,false,,303,277,19,24,http://localhost:5001/api/auth/login,6,0,3
1746342960708,12,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-10,text,false,,303,277,19,24,http://localhost:5001/api/auth/login,11,0,2
1746342960702,18,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-18,text,false,,303,277,19,24,http://localhost:5001/api/auth/login,17,0,3
1746342960718,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-15,text,false,,251,277,19,24,http://localhost:5001/api/auth/login,8,0,1
1746342960718,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-17,text,false,,251,277,19,24,http://localhost:5001/api/auth/login,8,0,1
1746342960729,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-18,text,false,,303,277,20,25,http://localhost:5001/api/auth/login,8,0,1
1746342960728,9,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-15,text,false,,303,277,20,25,http://localhost:5001/api/auth/login,9,0,2
1746342960728,9,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-10,text,false,,303,277,20,25,http://localhost:5001/api/auth/login,9,0,2
1746342960733,2,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-20,text,false,,303,277,20,25,http://localhost:5001/api/auth/login,2,0,0
1746342960755,3,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-21,text,false,,303,277,21,26,http://localhost:5001/api/auth/login,3,0,1
1746342960758,2,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-21,text,false,,303,277,21,26,http://localhost:5001/api/auth/login,2,0,1
1746342960754,6,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-15,text,false,,303,277,21,26,http://localhost:5001/api/auth/login,6,0,1
1746342960754,7,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-18,text,false,,303,277,21,26,http://localhost:5001/api/auth/login,7,0,1
1746342960754,13,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-20,text,false,,251,277,21,26,http://localhost:5001/api/auth/login,13,0,1
1746342960760,7,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-21,text,false,,251,277,21,26,http://localhost:5001/api/auth/login,7,0,0
1746342960760,7,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-15,text,false,,303,277,21,26,http://localhost:5001/api/auth/login,7,0,1
1746342960761,6,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-18,text,false,,251,277,21,26,http://localhost:5001/api/auth/login,6,0,0
1746342960769,7,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-22,text,false,,251,277,22,27,http://localhost:5001/api/auth/login,7,0,0
1746342960767,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-21,text,false,,251,277,22,27,http://localhost:5001/api/auth/login,9,0,1
1746342960768,8,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-15,text,false,,251,277,22,27,http://localhost:5001/api/auth/login,8,0,0
1746342960768,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-18,text,false,,251,277,22,27,http://localhost:5001/api/auth/login,9,0,0
1746342960767,10,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-20,text,false,,251,277,22,27,http://localhost:5001/api/auth/login,10,0,1
1746342960779,7,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-15,text,false,,251,277,22,27,http://localhost:5001/api/auth/login,7,0,0
1746342960778,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-21,text,false,,303,277,22,27,http://localhost:5001/api/auth/login,8,0,0
1746342960779,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-18,text,false,,303,277,23,28,http://localhost:5001/api/auth/login,8,0,0
1746342960778,9,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-20,text,false,,251,277,23,28,http://localhost:5001/api/auth/login,9,0,1
1746342960778,9,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-22,text,false,,303,277,23,28,http://localhost:5001/api/auth/login,9,0,1
1746342960789,15,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-21,text,false,,251,277,23,28,http://localhost:5001/api/auth/login,15,0,4
1746342960790,14,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-15,text,false,,303,277,23,28,http://localhost:5001/api/auth/login,14,0,3
1746342960791,13,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-18,text,false,,303,277,23,28,http://localhost:5001/api/auth/login,13,0,2
1746342960790,14,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-22,text,false,,251,277,23,28,http://localhost:5001/api/auth/login,14,0,3
1746342960793,12,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-23,text,false,,303,277,23,28,http://localhost:5001/api/auth/login,12,0,0
1746342960789,16,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-20,text,false,,303,277,23,28,http://localhost:5001/api/auth/login,16,0,4
1746342960805,3,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-20,text,false,,303,277,23,28,http://localhost:5001/api/auth/login,3,0,0
1746342960808,2,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-20,text,false,,303,277,24,29,http://localhost:5001/api/auth/login,2,0,1
1746342960804,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-21,text,false,,303,277,24,29,http://localhost:5001/api/auth/login,8,0,1
1746342960805,7,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-18,text,false,,303,277,24,29,http://localhost:5001/api/auth/login,7,0,0
1746342960812,2,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-21,text,false,,303,277,24,29,http://localhost:5001/api/auth/login,2,0,0
1746342960805,9,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-23,text,false,,303,277,24,29,http://localhost:5001/api/auth/login,9,0,0
1746342960815,1,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-21,text,false,,303,277,24,29,http://localhost:5001/api/auth/login,1,0,0
1746342960816,2,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-21,text,false,,303,277,24,29,http://localhost:5001/api/auth/login,2,0,1
1746342960815,3,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-23,text,false,,303,277,24,29,http://localhost:5001/api/auth/login,3,0,0
1746342960811,7,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-24,text,false,,303,277,24,29,http://localhost:5001/api/auth/login,7,0,1
1746342960818,5,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-21,text,false,,251,277,24,29,http://localhost:5001/api/auth/login,5,0,2
1746342960821,6,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-23,text,false,,251,277,24,29,http://localhost:5001/api/auth/login,6,0,2
1746342960824,4,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-21,text,false,,251,277,24,29,http://localhost:5001/api/auth/login,4,0,0
1746342960821,7,Login Test Request,401,UNAUTHORIZED,Spike Traffic 2-24,text,false,,251,277,24,29,http://localhost:5001/api/auth/login,7,0,2
1746342960830,2,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-25,text,false,,303,277,25,30,http://localhost:5001/api/auth/login,2,0,0
1746342960828,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-21,text,false,,303,277,25,30,http://localhost:5001/api/auth/login,7,0,0
1746342960828,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-23,text,false,,303,277,25,30,http://localhost:5001/api/auth/login,8,0,0
1746342960828,8,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-24,text,false,,303,277,25,30,http://localhost:5001/api/auth/login,8,0,1
1746342960836,3,Login Test Request,500,INTERNAL SERVER ERROR,Spike Traffic 2-21,text,false,,303,277,25,30,http://localhost:5001/api/auth/login,3,0,0
